baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,genes,gene_id
1.4267628903706697,2.1986288906483953,2.0070552267550794,-1.095450120823553,0.2733194863111104,,A1BG,A1BG
102.1701252323368,0.1522152303038849,0.22511296709479978,-0.676172644642829,0.4989310384470248,0.7023683191593046,NAT1,NAT1
652.4330008953386,0.21002542884965117,0.10668645264612327,-1.9686232285396266,0.04899637312643691,0.16173763477055034,AAMP,AAMP
867.4165777085317,0.22060969441038222,0.11821300380001395,-1.8662049632339701,0.062012694958213314,0.18907835070768395,AARS1,AARS1
249.83174712775028,0.041299824002709366,0.11691042976851122,-0.3532603898940854,0.7238932378797409,0.8584441480452856,ABAT,ABAT
41.68435320193424,-0.8727754859996009,0.3378537831225344,2.5832935121613203,0.009786202792802245,0.05116166065200985,ABCA1,ABCA1
243.08681704557486,0.44920276637258777,0.1626785552779271,-2.7612906052992066,0.005757342217838557,0.034469799238814165,ABCA2,ABCA2
16.2490691770014,-0.4308311639855983,0.4347274359742738,0.9910374371013793,0.32166730019001616,0.5470406342888696,ABCA3,ABCA3
32.478735906919134,0.21293661709760164,0.2954913445393463,-0.7206187965659616,0.47114408583752926,0.6813756971305167,ABCB7,ABCB7
946.046867097145,-0.0757158866673412,0.10556094498611873,0.7172717777137922,0.47320641769792177,0.6831874949725188,ABCF1,ABCF1
1162.5763308491805,0.11495680933618747,0.08530847515985442,-1.347542657640719,0.1778055244622021,0.38295214696929625,ABL1,ABL1
1.7391106127524738,-0.7011966933032572,1.488723902956455,0.4710051957322318,0.6376370245596923,,AOC1,AOC1
828.4410765744776,-0.2820173834028494,0.07855784058973032,3.589932988047495,0.0003307629830293091,0.003646528628850687,ABL2,ABL2
1.447576532871303,0.44030069717021075,1.2939860968878663,-0.34026694585758455,0.7336555069818038,,ABO,ABO
4412.173684243355,0.16993734060162385,0.09191906455691633,-1.8487714319198556,0.0644908241382719,0.19399484659783803,ABR,ABR
934.7046831584687,0.30234302088873877,0.10945400573002324,-2.7622837453248734,0.005739857165117535,0.03439680195122071,ACAA1,ACAA1
1598.0413025510745,0.3295092621940213,0.08361091939965294,-3.9409836007064536,8.114817452309292e-05,0.0011173347165796205,ACACA,ACACA
46.829207725629885,0.3420306711909593,0.27705436290561525,-1.2345254830276025,0.21700715699270193,0.4328155633867024,ACACB,ACACB
399.88216005044677,-0.1326847555947599,0.2056389347267787,0.6452316813012621,0.5187770583274266,0.7181418609240207,ACADM,ACADM
64.47342932466685,0.15016137587678519,0.2398829424675964,-0.6259777136803677,0.5313295592836306,0.7276139925059169,ACADS,ACADS
1021.1974973885409,0.4552684740080909,0.09219905973125021,-4.937886300957372,7.897386145235058e-07,2.0246592725003013e-05,ACADSB,ACADSB
738.3203421728631,0.4982207716350896,0.16325847724223452,-3.051729870638541,0.0022752675879559245,0.017035672873416535,ACADVL,ACADVL
381.1947501263231,0.09942254676070796,0.11941835944800952,-0.8325566288154627,0.40509482809248676,0.6293083035193191,ACAT1,ACAT1
2585.4343055356835,0.11640820036091205,0.08998234438913895,-1.2936782337820791,0.19577658675129092,0.4065022483375845,ACAT2,ACAT2
556.8426972913186,0.3330928217101449,0.13146218603875595,-2.533753862969743,0.011284796655858251,0.05663204379273617,ASIC1,ASIC1
2856.253351444436,0.04139810258429246,0.07786264736736075,-0.5316811588613687,0.5949468434471024,0.7757944493504652,ACLY,ACLY
157.5682401852621,0.017376845018337337,0.1574083214333181,-0.11039343320676082,0.9120973608416483,0.9622923292386156,ACO1,ACO1
892.8639908538889,0.01177778858528832,0.09956979525044651,-0.11828676111730282,0.9058404468517559,0.9589602645527874,ACO2,ACO2
751.1010928636309,0.46526168790469824,0.11518511478908268,-4.0392518491355975,5.362196503599674e-05,0.0007822427626687829,ACOX1,ACOX1
2391.883727266885,-0.0038851020242452725,0.09171519781342392,0.04236050422252514,0.9662113131344138,0.9860104143928012,ACP1,ACP1
83.77447427848341,-0.13465046221185553,0.18736556630738088,0.7186510566779166,0.4723559465713436,0.6823385856339547,ACP2,ACP2
123.71766821833697,0.13491509207077718,0.16244090076206366,-0.8305487807433112,0.4062285797481696,0.6301788005569889,ACP3,ACP3
3.3358213802451417,0.30965437387373623,1.1009801680821922,-0.2812533620956371,0.7785160786796725,,ACRV1,ACRV1
60431.68345731298,0.2984666268190002,0.08369433626724784,-3.5661508308752707,0.0003622629245400075,0.0039304620143330695,ACTB,ACTB
114905.5216480062,0.3222954755357069,0.08172963062052756,-3.943434872869202,8.03228116362623e-05,0.0011094961802849495,ACTG1,ACTG1
4374.738750397319,0.38595186401040227,0.10733046966295053,-3.5959207597097587,0.00032324619224144484,0.00357883646231201,ACTN4,ACTN4
495.44390017864407,-0.027210837669684098,0.11871906455742455,0.22920360576562818,0.8187106701815146,0.9151053113123827,ACTL6A,ACTL6A
1032.0595426291152,0.2156239218799645,0.09284023080699072,-2.3225267753613594,0.020204588400925275,0.08688323907243413,ACTN1,ACTN1
53.86473254312993,0.23032632549798993,0.2341079586298198,-0.9838466271972858,0.3251909295220537,0.5512824221016022,ACVR1,ACVR1
285.17941777958094,-0.519190260777573,0.11358010525415277,4.5711373450113095,4.850842045102216e-06,9.805792364267279e-05,ACVR1B,ACVR1B
60.02032259317563,-0.1239224457197763,0.2329259062652508,0.5320251736131755,0.5947085603886508,0.775639360619274,ACVR2A,ACVR2A
99.40858603425232,-0.21454939397755834,0.1967769870981285,1.0903175068463018,0.27557330601291485,0.49949823337831084,ACVR2B,ACVR2B
41.789372600868404,0.03376996779507214,0.2563017875659486,-0.13175861204784942,0.895175223868093,0.9534940227679647,ACVRL1,ACVRL1
128.0900167360865,0.2646800545977003,0.2128907935200326,-1.2432667952491538,0.21376953584455216,0.4282639375628065,ACY1,ACY1
